Soil Resistivity (Ohm-m),pH,Moisture Equivalent(%),Air pore space (%),Clay %,exposure time,Iron and Steel Type,Pipe Diameter (inches),Loss Oz/ft2
3.3,7.6,37,8.7,70.1,11.8,Open Hearth iron,1.5,8.4
28.2,6.8,24.8,15.8,52.1,1,Open Hearth iron,1.5,0.6
28.2,6.8,24.8,15.8,52.1,3.5,Open Hearth iron,1.5,1.7
28.2,6.8,24.8,15.8,52.1,5.5,Open Hearth iron,1.5,2.2
28.2,6.8,24.8,15.8,52.1,7.7,Open Hearth iron,1.5,3.2
28.2,6.8,24.8,15.8,52.1,11.5,Open Hearth iron,1.5,4.7
28.2,6.8,24.8,15.8,52.1,16.9,Open Hearth iron,1.5,5.4
74.6,6.6,13,27.8,6.6,1.3,Open Hearth iron,1.5,1.4
74.6,6.6,13,27.8,6.6,4,Open Hearth iron,1.5,1.4
74.6,6.6,13,27.8,6.6,6.1,Open Hearth iron,1.5,3.4
74.6,6.6,13,27.8,6.6,7.9,Open Hearth iron,1.5,4.4
74.6,6.6,13,27.8,6.6,12,Open Hearth iron,1.5,4.3
110,5.3,32,15.5,53.1,1.4,Open Hearth iron,1.5,0.3
110,5.3,32,15.5,53.1,4,Open Hearth iron,1.5,1.4
110,5.3,32,15.5,53.1,6,Open Hearth iron,1.5,1.1
110,5.3,32,15.5,53.1,7.8,Open Hearth iron,1.5,1
110,5.3,32,15.5,53.1,10,Open Hearth iron,1.5,1.4
110,5.3,32,15.5,53.1,11.9,Open Hearth iron,1.5,1.7
31.9,7.1,12.4,33.5,12.8,1.9,Open Hearth iron,1.5,0.2
31.9,7.1,12.4,33.5,12.8,4.1,Open Hearth iron,1.5,1.4
31.9,7.1,12.4,33.5,12.8,6.2,Open Hearth iron,1.5,3.2
31.9,7.1,12.4,33.5,12.8,8,Open Hearth iron,1.5,1
31.9,7.1,12.4,33.5,12.8,12.1,Open Hearth iron,1.5,3.4
31.9,7.1,12.4,33.5,12.8,17.5,Open Hearth iron,1.5,7.2
2.9,9.5,21.7,34.5,9.4,1.9,Open Hearth iron,1.5,2.5
2.9,9.5,21.7,34.5,9.4,4.2,Open Hearth iron,1.5,2.7
2.9,9.5,21.7,34.5,9.4,5.9,Open Hearth iron,1.5,6.5
35.2,6.2,17.2,14.4,13.9,1.1,Open Hearth iron,1.5,0.3
35.2,6.2,17.2,14.4,13.9,3.8,Open Hearth iron,1.5,2
35.2,6.2,17.2,14.4,13.9,5.8,Open Hearth iron,1.5,2.4
35.2,6.2,17.2,14.4,13.9,7.7,Open Hearth iron,1.5,2
35.2,6.2,17.2,14.4,13.9,9.9,Open Hearth iron,1.5,3.8
35.2,6.2,17.2,14.4,13.9,11.8,Open Hearth iron,1.5,4.1
4.89,7.5,54.4,5.7,70.4,2,Open Hearth iron,1.5,2.4
4.89,7.5,54.4,5.7,70.4,4,Open Hearth iron,1.5,3.6
4.89,7.5,54.4,5.7,70.4,5.9,Open Hearth iron,1.5,6.2
4.89,7.5,54.4,5.7,70.4,8,Open Hearth iron,1.5,5
4.89,7.5,54.4,5.7,70.4,12,Open Hearth iron,1.5,8.1
4.89,7.5,54.4,5.7,70.4,17.6,Open Hearth iron,1.5,12.3
82.9,4.4,22.2,12,26.5,2,Open Hearth iron,1.5,1.9
82.9,4.4,22.2,12,26.5,4,Open Hearth iron,1.5,2.9
82.9,4.4,22.2,12,26.5,6,Open Hearth iron,1.5,5.2
82.9,4.4,22.2,12,26.5,7.9,Open Hearth iron,1.5,5.1
82.9,4.4,22.2,12,26.5,10,Open Hearth iron,1.5,6.7
82.9,4.4,22.2,12,26.5,12,Open Hearth iron,1.5,8.3
59.8,4.5,30.8,4.4,51.7,1.2,Open Hearth iron,1.5,1.5
59.8,4.5,30.8,4.4,51.7,3.8,Open Hearth iron,1.5,3.3
59.8,4.5,30.8,4.4,51.7,5.9,Open Hearth iron,1.5,5.2
59.8,4.5,30.8,4.4,51.7,7.7,Open Hearth iron,1.5,6.4
59.8,4.5,30.8,4.4,51.7,11.8,Open Hearth iron,1.5,9.4
59.8,4.5,30.8,4.4,51.7,17,Open Hearth iron,1.5,7.9
11.4,7.3,28.4,16.6,20.3,1.2,Open Hearth iron,1.5,0.4
11.4,7.3,28.4,16.6,20.3,3.8,Open Hearth iron,1.5,1.2
11.4,7.3,28.4,16.6,20.3,5.6,Open Hearth iron,1.5,2.3
11.4,7.3,28.4,16.6,20.3,7.7,Open Hearth iron,1.5,1.8
11.4,7.3,28.4,16.6,20.3,9.8,Open Hearth iron,1.5,2.8
11.4,7.3,28.4,16.6,20.3,11.7,Open Hearth iron,1.5,3
19.7,4.6,28.4,3.9,34.2,1.1,Open Hearth iron,1.5,0.6
19.7,4.6,28.4,3.9,34.2,3.7,Open Hearth iron,1.5,2
19.7,4.6,28.4,3.9,34.2,5.7,Open Hearth iron,1.5,2.2
19.7,4.6,28.4,3.9,34.2,7.6,Open Hearth iron,1.5,2.5
19.7,4.6,28.4,3.9,34.2,9.7,Open Hearth iron,1.5,3
19.7,4.6,28.4,3.9,34.2,11.6,Open Hearth iron,1.5,2.9
28.9,7.5,22.4,3.8,36.3,1,Open Hearth iron,1.5,0.9
28.9,7.5,22.4,3.8,36.3,3.6,Open Hearth iron,1.5,2.2
28.9,7.5,22.4,3.8,36.3,5.5,Open Hearth iron,1.5,2.4
28.9,7.5,22.4,3.8,36.3,7.7,Open Hearth iron,1.5,2.7
28.9,7.5,22.4,3.8,36.3,9.6,Open Hearth iron,1.5,3.9
28.9,7.5,22.4,3.8,36.3,11.6,Open Hearth iron,1.5,6.6
23.7,6.2,31.2,10.8,30.9,1.5,Open Hearth iron,1.5,2
23.7,6.2,31.2,10.8,30.9,4,Open Hearth iron,1.5,2.5
23.7,6.2,31.2,10.8,30.9,6,Open Hearth iron,1.5,4.2
51.5,4.9,28.4,9.6,22.3,1.7,Open Hearth iron,1.5,1.4
51.5,4.9,28.4,9.6,22.3,3.7,Open Hearth iron,1.5,3.2
51.5,4.9,28.4,9.6,22.3,5.6,Open Hearth iron,1.5,5.3
51.5,4.9,28.4,9.6,22.3,7.6,Open Hearth iron,1.5,5.7
51.5,4.9,28.4,9.6,22.3,9.6,Open Hearth iron,1.5,6.7
51.5,4.9,28.4,9.6,22.3,11.6,Open Hearth iron,1.5,7
2.78,9.4,24.7,6.1,6.2,1.9,Open Hearth iron,1.5,5.4
2.78,9.4,24.7,6.1,6.2,4.3,Open Hearth iron,1.5,11.2
2.78,9.4,24.7,6.1,6.2,6.2,Open Hearth iron,1.5,13.7
2.78,9.4,24.7,6.1,6.2,8,Open Hearth iron,1.5,18.2
2.78,9.4,24.7,6.1,6.2,10.2,Open Hearth iron,1.5,19.5
2.78,9.4,24.7,6.1,6.2,12.1,Open Hearth iron,1.5,20.1
114,4.5,13,34.7,5.6,1.3,Open Hearth iron,1.5,0.2
114,4.5,13,34.7,5.6,4,Open Hearth iron,1.5,0.4
114,4.5,13,34.7,5.6,6.1,Open Hearth iron,1.5,0.9
114,4.5,13,34.7,5.6,7.9,Open Hearth iron,1.5,0.9
114,4.5,13,34.7,5.6,12,Open Hearth iron,1.5,1.3
114,4.5,13,34.7,5.6,17.2,Open Hearth iron,1.5,1.3
17.8,7.2,25.8,9.5,36,1,Open Hearth iron,1.5,0.4
17.8,7.2,25.8,9.5,36,3.7,Open Hearth iron,1.5,0.6
17.8,7.2,25.8,9.5,36,5.7,Open Hearth iron,1.5,1.7
17.8,7.2,25.8,9.5,36,7.6,Open Hearth iron,1.5,1.8
17.8,7.2,25.8,9.5,36,11.7,Open Hearth iron,1.5,3.4
17.8,7.2,25.8,9.5,36,17,Open Hearth iron,1.5,3
29.8,7.3,46.4,20.9,18.6,1,Open Hearth iron,1.5,0.8
29.8,7.3,46.4,20.9,18.6,3.5,Open Hearth iron,1.5,1.6
29.8,7.3,46.4,20.9,18.6,5.5,Open Hearth iron,1.5,1.5
29.8,7.3,46.4,20.9,18.6,7.7,Open Hearth iron,1.5,1.3
29.8,7.3,46.4,20.9,18.6,11.5,Open Hearth iron,1.5,3.5
29.8,7.3,46.4,20.9,18.6,16.9,Open Hearth iron,1.5,4
5.7,3.7,42.6,1.9,87.8,2,Open Hearth iron,1.5,0.4
5.7,3.7,42.6,1.9,87.8,4,Open Hearth iron,1.5,3.2
5.7,3.7,42.6,1.9,87.8,6,Open Hearth iron,1.5,3
5.7,3.7,42.6,1.9,87.8,8,Open Hearth iron,1.5,4.6
5.7,3.7,42.6,1.9,87.8,12,Open Hearth iron,1.5,7.1
5.7,3.7,42.6,1.9,87.8,17.6,Open Hearth iron,1.5,9.3
4.08,6.8,24.6,2.5,62.6,1.6,Open Hearth iron,1.5,3.4
4.08,6.8,24.6,2.5,62.6,5.6,Open Hearth iron,1.5,10.3
4.08,6.8,24.6,2.5,62.6,7.7,Open Hearth iron,1.5,11.6
4.08,6.8,24.6,2.5,62.6,9,Open Hearth iron,1.5,15.7
12.7,4.2,34.5,26.6,71.2,2,Open Hearth iron,1.5,4
12.7,4.2,34.5,26.6,71.2,4.1,Open Hearth iron,1.5,7.2
12.7,4.2,34.5,26.6,71.2,6,Open Hearth iron,1.5,10
12.7,4.2,34.5,26.6,71.2,8,Open Hearth iron,1.5,14.3
12.7,4.2,34.5,26.6,71.2,10,Open Hearth iron,1.5,16.2
12.7,4.2,34.5,26.6,71.2,12,Open Hearth iron,1.5,21.5
1.3,7,29.4,7.2,32.4,1.1,Open Hearth iron,1.5,0.9
1.3,7,29.4,7.2,32.4,3.6,Open Hearth iron,1.5,1.1
1.3,7,29.4,7.2,32.4,5.7,Open Hearth iron,1.5,1.8
1.3,7,29.4,7.2,32.4,8.2,Open Hearth iron,1.5,4.1
1.3,7,29.4,7.2,32.4,11.6,Open Hearth iron,1.5,5.2
1.3,7,29.4,7.2,32.4,17,Open Hearth iron,1.5,6.1
205,4.7,2.8,38.1,0.6,2,Open Hearth iron,1.5,0.7
205,4.7,2.8,38.1,0.6,4.1,Open Hearth iron,1.5,2
205,4.7,2.8,38.1,0.6,6,Open Hearth iron,1.5,1.6
205,4.7,2.8,38.1,0.6,8,Open Hearth iron,1.5,1.8
205,4.7,2.8,38.1,0.6,12,Open Hearth iron,1.5,2.9
205,4.7,2.8,38.1,0.6,17.7,Open Hearth iron,1.5,4.9
57,7.3,17.8,11.7,15.8,1,Open Hearth iron,1.5,0.2
57,7.3,17.8,11.7,15.8,3.7,Open Hearth iron,1.5,1.2
57,7.3,17.8,11.7,15.8,5.8,Open Hearth iron,1.5,1.8
57,7.3,17.8,11.7,15.8,7.6,Open Hearth iron,1.5,2
57,7.3,17.8,11.7,15.8,9.6,Open Hearth iron,1.5,2.1
57,7.3,17.8,11.7,15.8,11.7,Open Hearth iron,1.5,3.1
8,6.8,72.8,34,46.2,1,Open Hearth iron,1.5,0.4
8,6.8,72.8,34,46.2,3.7,Open Hearth iron,1.5,3.5
8,6.8,72.8,34,46.2,5.8,Open Hearth iron,1.5,4.7
8,6.8,72.8,34,46.2,7.6,Open Hearth iron,1.5,8.4
8,6.8,72.8,34,46.2,9.7,Open Hearth iron,1.5,11.1
8,6.8,72.8,34,46.2,11.7,Open Hearth iron,1.5,14.1
49,6.7,23.4,14.7,35.1,1.4,Open Hearth iron,1.5,1.3
49,6.7,23.4,14.7,35.1,4,Open Hearth iron,1.5,1.6
49,6.7,23.4,14.7,35.1,6.1,Open Hearth iron,1.5,3.1
49,6.7,23.4,14.7,35.1,8,Open Hearth iron,1.5,3
49,6.7,23.4,14.7,35.1,9.9,Open Hearth iron,1.5,4.2
49,6.7,23.4,14.7,35.1,12,Open Hearth iron,1.5,3.8
20.6,7.3,18,10.9,26,1.9,Open Hearth iron,1.5,0.8
20.6,7.3,18,10.9,26,4.1,Open Hearth iron,1.5,1.7
20.6,7.3,18,10.9,26,6.2,Open Hearth iron,1.5,1.2
20.6,7.3,18,10.9,26,8,Open Hearth iron,1.5,2.4
20.6,7.3,18,10.9,26,12.1,Open Hearth iron,1.5,1.6
20.6,7.3,18,10.9,26,17.5,Open Hearth iron,1.5,1.5
112,4.5,13.8,16,17.6,2,Open Hearth iron,1.5,1.2
112,4.5,13.8,16,17.6,4.1,Open Hearth iron,1.5,1.4
112,4.5,13.8,16,17.6,6,Open Hearth iron,1.5,1.3
112,4.5,13.8,16,17.6,8,Open Hearth iron,1.5,2
112,4.5,13.8,16,17.6,12,Open Hearth iron,1.5,2.5
112,4.5,13.8,16,17.6,17.7,Open Hearth iron,1.5,3.3
112,3.8,7,3.5,4.5,2,Open Hearth iron,1.5,2.3
112,3.8,7,3.5,4.5,4.1,Open Hearth iron,1.5,4.2
112,3.8,7,3.5,4.5,6,Open Hearth iron,1.5,4.2
112,3.8,7,3.5,4.5,8,Open Hearth iron,1.5,5.8
112,3.8,7,3.5,4.5,10.1,Open Hearth iron,1.5,9.1
112,3.8,7,3.5,4.5,12,Open Hearth iron,1.5,8.3
386,4.5,3,32.1,2.6,1.4,Open Hearth iron,1.5,0.2
386,4.5,3,32.1,2.6,4,Open Hearth iron,1.5,0.5
386,4.5,3,32.1,2.6,6.1,Open Hearth iron,1.5,0.9
386,4.5,3,32.1,2.6,8,Open Hearth iron,1.5,2
386,4.5,3,32.1,2.6,12,Open Hearth iron,1.5,2.1
386,4.5,3,32.1,2.6,17.2,Open Hearth iron,1.5,2.7
74.4,5.6,24.2,7.5,15.3,1.4,Open Hearth iron,1.5,1
74.4,5.6,24.2,7.5,15.3,4,Open Hearth iron,1.5,3.1
74.4,5.6,24.2,7.5,15.3,6.1,Open Hearth iron,1.5,2.3
74.4,5.6,24.2,7.5,15.3,8,Open Hearth iron,1.5,4.1
74.4,5.6,24.2,7.5,15.3,9.9,Open Hearth iron,1.5,4.6
74.4,5.6,24.2,7.5,15.3,12,Open Hearth iron,1.5,4.8
9.7,6,33,2.3,47.1,2,Open Hearth iron,1.5,2.1
9.7,6,33,2.3,47.1,4.1,Open Hearth iron,1.5,4
9.7,6,33,2.3,47.1,6,Open Hearth iron,1.5,5.4
9.7,6,33,2.3,47.1,8,Open Hearth iron,1.5,6.4
9.7,6,33,2.3,47.1,10,Open Hearth iron,1.5,6.9
9.7,6,33,2.3,47.1,12,Open Hearth iron,1.5,6.9
13.2,5.3,33.1,6.9,40.3,1.5,Open Hearth iron,1.5,0.8
13.2,5.3,33.1,6.9,40.3,4,Open Hearth iron,1.5,2.7
13.2,5.3,33.1,6.9,40.3,6,Open Hearth iron,1.5,4.6
13.2,5.3,33.1,6.9,40.3,7.9,Open Hearth iron,1.5,4.8
13.2,5.3,33.1,6.9,40.3,12,Open Hearth iron,1.5,6
13.2,5.3,33.1,6.9,40.3,17.4,Open Hearth iron,1.5,5.9
137,4.7,34.8,14.9,45.8,2,Open Hearth iron,1.5,3
137,4.7,34.8,14.9,45.8,4.1,Open Hearth iron,1.5,4.5
137,4.7,34.8,14.9,45.8,6,Open Hearth iron,1.5,7
137,4.7,34.8,14.9,45.8,8,Open Hearth iron,1.5,5.9
137,4.7,34.8,14.9,45.8,10.1,Open Hearth iron,1.5,11.5
137,4.7,34.8,14.9,45.8,12,Open Hearth iron,1.5,10.6
0.6,3.1,55.4,68.9,65,1.3,Open Hearth iron,1.5,1.4
0.6,3.1,55.4,68.9,65,4.1,Open Hearth iron,1.5,3.6
0.6,3.1,55.4,68.9,65,6.2,Open Hearth iron,1.5,5.8
0.6,3.1,55.4,68.9,65,8,Open Hearth iron,1.5,9.1
0.6,3.1,55.4,68.9,65,9.9,Open Hearth iron,1.5,11.6
0.6,3.1,55.4,68.9,65,12,Open Hearth iron,1.5,15.5
10,8.8,31.2,7.2,31.2,1.1,Open Hearth iron,1.5,0.3
10,8.8,31.2,7.2,31.2,3.6,Open Hearth iron,1.5,1.4
10,8.8,31.2,7.2,31.2,5.7,Open Hearth iron,1.5,2.3
10,8.8,31.2,7.2,31.2,7.6,Open Hearth iron,1.5,1.7
10,8.8,31.2,7.2,31.2,11.6,Open Hearth iron,1.5,2.9
2.63,7.4,14.8,18.7,26.7,1.2,Open Hearth iron,1.5,1.2
2.63,7.4,14.8,18.7,26.7,3.8,Open Hearth iron,1.5,3.6
2.63,7.4,14.8,18.7,26.7,5.8,Open Hearth iron,1.5,2.9
2.63,7.4,14.8,18.7,26.7,7.7,Open Hearth iron,1.5,3.5
2.63,7.4,14.8,18.7,26.7,9.8,Open Hearth iron,1.5,13.7
2.63,7.4,14.8,18.7,26.7,11.7,Open Hearth iron,1.5,9.7
15,7,7.6,23.2,30.9,1.5,Open Hearth iron,1.5,0.8
15,7,7.6,23.2,30.9,4,Open Hearth iron,1.5,2.7
15,7,7.6,23.2,30.9,5.1,Open Hearth iron,1.5,2.9
15,7,7.6,23.2,30.9,8,Open Hearth iron,1.5,5.6
15,7,7.6,23.2,30.9,10.2,Open Hearth iron,1.5,4
15,7,7.6,23.2,30.9,12,Open Hearth iron,1.5,4
17.7,7.6,25.7,2.6,46.1,1.5,Open Hearth iron,1.5,0.5
17.7,7.6,25.7,2.6,46.1,4.1,Open Hearth iron,1.5,1.3
17.7,7.6,25.7,2.6,46.1,6.1,Open Hearth iron,1.5,1.2
17.7,7.6,25.7,2.6,46.1,8,Open Hearth iron,1.5,2.2
17.7,7.6,25.7,2.6,46.1,12.1,Open Hearth iron,1.5,2.3
17.7,7.6,25.7,2.6,46.1,17.1,Open Hearth iron,1.5,5.8
12.15,7,28.6,1.1,52.5,1,Wrought Iron,1.5,1.2
12.15,7,28.6,1.1,52.5,3.6,Wrought Iron,1.5,4
12.15,7,28.6,1.1,52.5,5.5,Wrought Iron,1.5,5.5
12.15,7,28.6,1.1,52.5,7.7,Wrought Iron,1.5,6.8
12.15,7,28.6,1.1,52.5,9.6,Wrought Iron,1.5,9.4
12.15,7,28.6,1.1,52.5,11.6,Wrought Iron,1.5,8.8
6.84,7.3,37.6,2,44.9,2.1,Wrought Iron,1.5,2
6.84,7.3,37.6,2,44.9,4,Wrought Iron,1.5,3
6.84,7.3,37.6,2,44.9,5.9,Wrought Iron,1.5,4.2
6.84,7.3,37.6,2,44.9,7.9,Wrought Iron,1.5,3.7
6.84,7.3,37.6,2,44.9,12,Wrought Iron,1.5,7.1
6.84,7.3,37.6,2,44.9,17.6,Wrought Iron,1.5,8.4
177.9,4.8,29.1,18.2,46.1,2,Wrought Iron,1.5,1.8
177.9,4.8,29.1,18.2,46.1,4,Wrought Iron,1.5,3.2
177.9,4.8,29.1,18.2,46.1,5.9,Wrought Iron,1.5,4.2
177.9,4.8,29.1,18.2,46.1,7.9,Wrought Iron,1.5,4.4
177.9,4.8,29.1,18.2,46.1,12,Wrought Iron,1.5,4.6
177.9,4.8,29.1,18.2,46.1,17.6,Wrought Iron,1.5,4.9
66.7,5.6,22.2,7,17.7,1.1,Wrought Iron,1.5,1.2
66.7,5.6,22.2,7,17.7,4,Wrought Iron,1.5,3.5
66.7,5.6,22.2,7,17.7,6.1,Wrought Iron,1.5,4.4
66.7,5.6,22.2,7,17.7,8,Wrought Iron,1.5,5.4
66.7,5.6,22.2,7,17.7,12,Wrought Iron,1.5,6.6
13.15,7,28.8,4.9,35.8,1.9,Wrought Iron,1.5,0.9
13.15,7,28.8,4.9,35.8,4.1,Wrought Iron,1.5,2.2
13.15,7,28.8,4.9,35.8,6.2,Wrought Iron,1.5,5
13.15,7,28.8,4.9,35.8,8.1,Wrought Iron,1.5,6.9
13.15,7,28.8,4.9,35.8,12.1,Wrought Iron,1.5,7.6
13.15,7,28.8,4.9,35.8,17.5,Wrought Iron,1.5,9.5
431,5.9,12.2,40.6,7.2,1.9,Wrought Iron,1.5,0.2
431,5.9,12.2,40.6,7.2,4.1,Wrought Iron,1.5,0.7
431,5.9,12.2,40.6,7.2,6.2,Wrought Iron,1.5,0.6
431,5.9,12.2,40.6,7.2,8.1,Wrought Iron,1.5,0.9
431,5.9,12.2,40.6,7.2,12.1,Wrought Iron,1.5,1.2
431,5.9,12.2,40.6,7.2,17.5,Wrought Iron,1.5,1.6
21.2,4.4,34.3,3.7,63.6,1,Wrought Iron,1.5,0.7
21.2,4.4,34.3,3.7,63.6,3.5,Wrought Iron,1.5,2.5
21.2,4.4,34.3,3.7,63.6,7.7,Wrought Iron,1.5,4.3
21.2,4.4,34.3,3.7,63.6,11.5,Wrought Iron,1.5,5.1
21.2,4.4,34.3,3.7,63.6,16.9,Wrought Iron,1.5,5.5
3.3,7.6,37,8.7,70.1,1.1,Wrought Iron,1.5,0.7
3.3,7.6,37,8.7,70.1,3.8,Wrought Iron,1.5,1.9
3.3,7.6,37,8.7,70.1,5.8,Wrought Iron,1.5,3.2
3.3,7.6,37,8.7,70.1,7.7,Wrought Iron,1.5,3.3
3.3,7.6,37,8.7,70.1,9.9,Wrought Iron,1.5,5.1
3.3,7.6,37,8.7,70.1,11.8,Wrought Iron,1.5,6.9
28.2,6.8,24.8,15.8,52.1,1,Wrought Iron,1.5,1.2
28.2,6.8,24.8,15.8,52.1,3.5,Wrought Iron,1.5,2.3
28.2,6.8,24.8,15.8,52.1,5.5,Wrought Iron,1.5,2.3
28.2,6.8,24.8,15.8,52.1,7.7,Wrought Iron,1.5,3.4
28.2,6.8,24.8,15.8,52.1,11.5,Wrought Iron,1.5,4.8
28.2,6.8,24.8,15.8,52.1,16.9,Wrought Iron,1.5,6
74.6,6.6,13,27.8,6.6,1.3,Wrought Iron,1.5,1.2
74.6,6.6,13,27.8,6.6,4,Wrought Iron,1.5,2.1
74.6,6.6,13,27.8,6.6,6.1,Wrought Iron,1.5,3.4
74.6,6.6,13,27.8,6.6,7.9,Wrought Iron,1.5,4.3
74.6,6.6,13,27.8,6.6,12,Wrought Iron,1.5,5.4
110,5.3,32,15.5,53.1,1.4,Wrought Iron,1.5,0.5
110,5.3,32,15.5,53.1,4,Wrought Iron,1.5,1.1
110,5.3,32,15.5,53.1,6,Wrought Iron,1.5,1.4
110,5.3,32,15.5,53.1,7.8,Wrought Iron,1.5,2.2
110,5.3,32,15.5,53.1,10,Wrought Iron,1.5,1.7
110,5.3,32,15.5,53.1,11.9,Wrought Iron,1.5,2.7
31.9,7.1,12.4,33.5,12.8,1.9,Wrought Iron,1.5,0.2
31.9,7.1,12.4,33.5,12.8,4.1,Wrought Iron,1.5,1.9
31.9,7.1,12.4,33.5,12.8,6.2,Wrought Iron,1.5,2.3
31.9,7.1,12.4,33.5,12.8,8,Wrought Iron,1.5,1.4
31.9,7.1,12.4,33.5,12.8,12.1,Wrought Iron,1.5,4.4
31.9,7.1,12.4,33.5,12.8,17.5,Wrought Iron,1.5,5.6
2.9,9.5,21.7,34.5,9.4,1.9,Wrought Iron,1.5,3
2.9,9.5,21.7,34.5,9.4,4.2,Wrought Iron,1.5,7
2.9,9.5,21.7,34.5,9.4,5.9,Wrought Iron,1.5,8.3
35.2,6.2,17.2,14.4,13.9,1.1,Wrought Iron,1.5,0.4
35.2,6.2,17.2,14.4,13.9,3.8,Wrought Iron,1.5,2.5
35.2,6.2,17.2,14.4,13.9,5.8,Wrought Iron,1.5,3.7
35.2,6.2,17.2,14.4,13.9,7.7,Wrought Iron,1.5,3.7
35.2,6.2,17.2,14.4,13.9,9.9,Wrought Iron,1.5,6.4
35.2,6.2,17.2,14.4,13.9,11.8,Wrought Iron,1.5,4.5
4.89,7.5,54.4,5.7,70.4,2,Wrought Iron,1.5,2.1
4.89,7.5,54.4,5.7,70.4,4,Wrought Iron,1.5,3
4.89,7.5,54.4,5.7,70.4,5.9,Wrought Iron,1.5,6.1
4.89,7.5,54.4,5.7,70.4,8,Wrought Iron,1.5,4.7
4.89,7.5,54.4,5.7,70.4,12,Wrought Iron,1.5,8.5
4.89,7.5,54.4,5.7,70.4,17.6,Wrought Iron,1.5,12.4
82.9,4.4,22.2,12,26.5,2,Wrought Iron,1.5,2.5
82.9,4.4,22.2,12,26.5,4,Wrought Iron,1.5,3.9
82.9,4.4,22.2,12,26.5,6,Wrought Iron,1.5,4.9
82.9,4.4,22.2,12,26.5,7.9,Wrought Iron,1.5,5
82.9,4.4,22.2,12,26.5,10,Wrought Iron,1.5,6.6
82.9,4.4,22.2,12,26.5,12,Wrought Iron,1.5,8.2
59.8,4.5,30.8,4.4,51.7,1.2,Wrought Iron,1.5,1.5
59.8,4.5,30.8,4.4,51.7,3.8,Wrought Iron,1.5,3.2
59.8,4.5,30.8,4.4,51.7,5.9,Wrought Iron,1.5,5.9
59.8,4.5,30.8,4.4,51.7,7.7,Wrought Iron,1.5,7.1
59.8,4.5,30.8,4.4,51.7,11.8,Wrought Iron,1.5,8.6
59.8,4.5,30.8,4.4,51.7,17,Wrought Iron,1.5,8.8
11.4,7.3,28.4,16.6,20.3,1.2,Wrought Iron,1.5,0.7
11.4,7.3,28.4,16.6,20.3,3.8,Wrought Iron,1.5,1.8
11.4,7.3,28.4,16.6,20.3,5.6,Wrought Iron,1.5,4
11.4,7.3,28.4,16.6,20.3,7.7,Wrought Iron,1.5,3.3
11.4,7.3,28.4,16.6,20.3,9.8,Wrought Iron,1.5,3.5
11.4,7.3,28.4,16.6,20.3,11.7,Wrought Iron,1.5,2.7
19.7,4.6,28.4,3.9,34.2,1.1,Wrought Iron,1.5,0.8
19.7,4.6,28.4,3.9,34.2,3.7,Wrought Iron,1.5,1.5
19.7,4.6,28.4,3.9,34.2,5.7,Wrought Iron,1.5,3
19.7,4.6,28.4,3.9,34.2,7.6,Wrought Iron,1.5,3
19.7,4.6,28.4,3.9,34.2,9.7,Wrought Iron,1.5,3.2
19.7,4.6,28.4,3.9,34.2,11.6,Wrought Iron,1.5,3.5
28.9,7.5,22.4,3.8,36.3,1,Wrought Iron,1.5,0.8
28.9,7.5,22.4,3.8,36.3,3.6,Wrought Iron,1.5,2.4
28.9,7.5,22.4,3.8,36.3,5.5,Wrought Iron,1.5,2.7
28.9,7.5,22.4,3.8,36.3,7.7,Wrought Iron,1.5,3.4
28.9,7.5,22.4,3.8,36.3,9.6,Wrought Iron,1.5,4.8
28.9,7.5,22.4,3.8,36.3,11.6,Wrought Iron,1.5,6.5
23.7,6.2,31.2,10.8,30.9,1.5,Wrought Iron,1.5,2.1
23.7,6.2,31.2,10.8,30.9,4,Wrought Iron,1.5,2.6
23.7,6.2,31.2,10.8,30.9,6,Wrought Iron,1.5,4.4
51.5,4.9,28.4,9.6,22.3,1.7,Wrought Iron,1.5,1.6
51.5,4.9,28.4,9.6,22.3,3.7,Wrought Iron,1.5,3.9
51.5,4.9,28.4,9.6,22.3,5.6,Wrought Iron,1.5,5.4
51.5,4.9,28.4,9.6,22.3,7.6,Wrought Iron,1.5,6.2
51.5,4.9,28.4,9.6,22.3,9.6,Wrought Iron,1.5,7
51.5,4.9,28.4,9.6,22.3,11.6,Wrought Iron,1.5,7
2.78,9.4,24.7,6.1,6.2,1.9,Wrought Iron,1.5,7.6
2.78,9.4,24.7,6.1,6.2,4.3,Wrought Iron,1.5,13.3
2.78,9.4,24.7,6.1,6.2,6.2,Wrought Iron,1.5,15.7
2.78,9.4,24.7,6.1,6.2,8,Wrought Iron,1.5,20.5
2.78,9.4,24.7,6.1,6.2,10.2,Wrought Iron,1.5,21.6
2.78,9.4,24.7,6.1,6.2,12.1,Wrought Iron,1.5,21.1
114,4.5,13,34.7,5.6,1.3,Wrought Iron,1.5,0.3
114,4.5,13,34.7,5.6,4,Wrought Iron,1.5,0.6
114,4.5,13,34.7,5.6,6.1,Wrought Iron,1.5,1.2
114,4.5,13,34.7,5.6,7.9,Wrought Iron,1.5,1
114,4.5,13,34.7,5.6,12,Wrought Iron,1.5,1.4
114,4.5,13,34.7,5.6,17.2,Wrought Iron,1.5,1.9
17.8,7.2,25.8,9.5,36,1,Wrought Iron,1.5,0.6
17.8,7.2,25.8,9.5,36,3.7,Wrought Iron,1.5,1.4
